CLONE,YEAR,STAGE,LOC,CROP,REP,T_SPACRE,TRS_TON,TCA,POPN,MSTWT,FIBER,,,
L15-306,2021,5,BRUNSWICK,2,2,6287.56,256.39,24.52,.,1.41,12.82042773,,,
HO17-738,2021,3,WES,2,1,10244.96,257.51,39.79,11.42,1.6,12.82057231,,,
L12-201,2021,5,HARPER,0,3,10062.29,295.22,34.08,.,2.6,12.82102689,,,
HOCP96-540,2020,3,SGL,2,1,8808.93,280.69,31.38,13.88,1.59,12.82104579,,,
HOCP09-804,2020,5,STJOHN,2,3,8300.41,327.63,25.34,.,1.27,12.82180766,,,
L12-201,2021,5,LANAUX,3,2,4113.84,295.11,13.94,.,1.62,12.82198953,,,
L19-014,2020,3,SGL,0,2,10954.59,297.41,36.83,10.81,1.91,12.82214096,,,
HOCP19-949,2021,3,WES,0,2,8308.12,296.42,28.03,11.63,1.78,12.82216809,,,
HOCP17-554,2021,3,AFH,0,2,8531.43,295.44,28.88,.,1.72,12.86020682,,,
L14-267,2021,5,LANAUX,2,3,4051.93,302.36,13.4,.,1.72,12.89900662,,,
HO12-615,2021,5,BRUNSWICK,1,1,8764.69,298.85,29.33,.,1.84,12.90044516,,,
HOCP09-804,2021,5,LANDRY,1,3,7801.67,273.89,28.49,.,1.37,12.90133416,,,
HOCP14-885,2020,5,LANAUX,0,1,13347.65,320.86,41.6,.,2.58,12.90236094,,,
L01-283,2020,4,BLK,2,1,9685.77,256.24,37.8,12.62,1.62,12.90257404,,,
L01-299,2020,3,AFH,2,1,16106.78,283.86,56.74,.,2.05,12.90272918,,,
CP01-1372,2021,5,ALMA,0,3,5955.18,213.51,27.89,.,1.78,12.90280066,,,
HOCP04-838,2020,5,GLENWOOD,2,1,10201.03,318.57,32.02,.,2.33,12.9028169,,,
HOCP04-838,2021,5,ALLAINS,3,2,4218.77,264.51,15.95,.,1.2,12.90286547,,,
L20-059,2021,3,SGL,0,1,9005.55,266.49,33.79,13.31,1.66,12.90300158,,,
L01-299,2020,3,STG,3,1,9921.12,313.47,31.65,.,1.55,12.90300158,,,
L01-299,2021,5,DOMINGUE,1,1,10274.06,298.89,34.37,.,2.12,12.90330283,,,
HO17-776,2021,4,CAF,1,2,10325.01,291.99,35.36,11.24,2.37,12.90354671,,,
HOCP96-540,2021,5,RHEBERT,1,3,8337.98,276.15,30.19,.,2.89,12.90364422,,,
L01-299,2021,5,HARPER,0,2,7291.8,301.07,24.22,.,2.84,12.90386071,,,
L11-183,2020,4,CAF,1,2,11945.93,288.8,41.36,11.19,2.1,12.90432503,,,
L11-183,2020,5,MARY,0,2,9414.92,277.5,33.93,.,3.55,12.90453622,,,
L01-283,2020,5,HARPER,2,3,8045.24,233.97,34.39,.,1.66,12.90461347,,,
L14-267,2021,5,STJOHN,1,3,9640,282.85,34.08,.,2.09,12.90463,,,
L01-299,2021,5,HARPER,3,2,7879.53,227.73,34.6,.,1.42,12.90463576,,,
HOL15-508,2021,5,BRUNSWICK,0,2,9100.61,266.89,34.1,.,2.15,12.90472313,,,
L15-306,2021,5,HARPER,2,1,7456.4,242.78,30.71,.,1.72,12.90495121,,,
L12-201,2021,4,CAF,1,2,12899.68,297.77,43.32,10.91,3.11,12.90500463,,,
HO13-739,2021,5,ALLAINS,3,1,6177.58,286.22,21.58,.,1.55,12.90500463,,,
HO13-739,2021,5,STJOHN,1,1,8501.92,286.76,29.65,.,2.47,12.90537634,,,
L01-299,2020,3,AFL,1,1,16690.89,290.28,57.5,.,1.92,12.94467257,,,
L01-283,2020,3,STG,2,2,8714.65,306.05,28.48,.,1.63,12.94516488,,,
L01-299,2021,3,SGL,0,2,12743.45,286.29,44.51,12.48,1.64,12.95503212,,,
HOCP14-885,2021,5,RHEBERT,1,3,9504.02,329.19,28.87,.,1.73,12.9844358,,,
HOCP96-540,2020,5,LANAUX,0,1,9770.02,281.21,34.74,.,2.92,12.98471616,,,
HO12-615,2020,5,LANAUX,2,2,10773.12,308.02,34.98,.,1.74,12.98513732,,,
HO17-724,2020,4,CAF,0,1,10159.75,262.41,38.72,11.03,2.53,12.98515062,,,
CP01-1372,2021,5,RHEBERT,0,2,11132.36,286.36,38.88,.,1.98,12.98544974,,,
L14-267,2020,5,ALMA,1,3,8753.58,250.52,34.94,.,1.62,12.98555087,,,
L01-299,2021,5,BRUNSWICK,0,3,10316.63,296.58,34.79,.,2.57,12.98560461,,,
HO17-738,2021,3,NEW,2,1,19537.67,258.72,75.52,10.67,2.41,12.98573201,,,
HOCP04-838,2021,5,BRUNSWICK,2,2,4236.61,214.36,19.76,.,1.14,12.98613713,,,
HOCP09-804,2021,3,NIB,2,2,6785.81,308.67,21.98,.,1.14,12.98618133,,,
HOCP18-862,2020,3,AFL,1,2,12329.05,287.73,42.85,.,1.87,12.98639841,,,
HOL15-508,2021,5,DOMINGUE,2,3,7653.45,319.45,23.96,.,1.42,12.9865281,,,
L01-299,2020,3,AFL,1,2,19083.92,291.07,65.57,.,2.47,12.98654599,,,
L11-183,2021,5,DOMINGUE,1,1,7709.8,298.76,25.81,.,2.43,12.98714023,,,
HOCP09-804,2021,5,BRUNSWICK,3,2,5341.74,252.99,21.12,.,0.9,12.98754153,,,
HOCP96-540,2020,5,MAGNOLIA,1,1,6192.09,306.27,20.22,.,1.74,12.98770263,,,
HOCP18-839,2020,3,WES,0,2,10834.3,313.24,34.59,11.86,1.62,12.98787144,,,
L12-201,2021,5,LANDRY,1,1,6080.85,310.94,19.56,.,1.91,12.98857868,,,
L01-299,2021,5,STJOHN,0,3,8499.8,258.93,32.83,.,2.17,12.98883162,,,
HOCP96-540,2021,3,NIB,1,2,4657.99,288.36,16.15,.,1.78,13.02943288,,,
HOCP09-804,2020,3,WES,2,2,16353.77,251.9,64.92,13.01,1.94,13.03040408,,,
HO17-738,2020,3,AFH,2,2,12127.86,272.25,44.55,.,1.65,13.0456632,,,
L20-055,2021,3,NIB,0,2,3700.18,250.82,14.75,14.44,1.45,13.06978233,,,
HOL15-508,2020,4,BLK,2,1,12863.3,268.54,47.9,10.29,1.65,13.07050847,,,
HO12-615,2021,4,CAF,1,1,11108.23,277.72,40,12.65,2,13.07061131,,,
L01-283,2020,3,WES,2,1,16216.67,255.92,63.37,12.21,2,13.07098765,,,
HOCP17-556,2021,3,AFH,0,1,6848.92,267.86,25.57,.,1.61,13.07119342,,,
L01-283,2020,4,CAF,2,2,7461.04,279.05,26.74,11.82,1.61,13.0712318,,,
HOCP14-885,2021,5,LANDRY,0,3,10062.2,306.89,32.79,.,2.03,13.07125506,,,
HO17-738,2021,3,NIB,3,2,10477.86,296.92,35.29,.,1.54,13.07159156,,,
HOCP18-815,2021,3,AFH,2,2,9008.15,267.34,33.7,.,1.58,13.07171315,,,
L11-183,2020,5,ALMA,0,1,5047.79,139.94,36.07,.,1.6,13.0719049,,,
HOCP09-804,2020,5,STJOHN,2,1,6674.99,283.82,23.52,.,1.37,13.07197258,,,
L20-063,2021,3,SGL,0,1,9219.81,269.71,34.18,12.1,1.44,13.07217344,,,
HOCP09-804,2020,5,RHEBERT,3,1,9887.84,269.75,36.66,.,1.66,13.07223209,,,
L12-201,2021,5,MARY,3,2,5403,247.22,21.86,.,2.01,13.07224564,,,
HO12-615,2021,5,HARPER,3,2,4544.33,194.63,23.35,.,1.77,13.0728444,,,
L19-495,2020,3,SGL,0,1,7407.6,299,24.77,12.51,2.28,13.07322929,,,
HOCP18-829,2021,4,CAF,0,1,11660.6,282.21,41.32,12.43,2.53,13.07325861,,,
L01-299,2020,5,MARY,0,1,11874.29,289.01,41.09,.,1.77,13.07328072,,,
HOL15-508,2020,5,BRUNSWICK,0,2,8911.08,327.86,27.18,.,2.27,13.07427635,,,
HOCP09-804,2021,3,AFH,2,2,9968.77,279.73,35.64,.,1.32,13.09669582,,,
L01-299,2020,3,WES,3,2,13230.43,249.21,53.09,13.84,1.63,13.11521477,,,
HO12-615,2021,3,AFH,1,1,17878.49,266.01,67.21,.,1.84,13.11576488,,,
L11-183,2020,5,ALLAINS,2,3,9148.68,291.86,31.35,.,2.45,13.15526992,,,
L01-299,2021,3,NIB,2,2,8469.14,290.93,29.11,.,1.41,13.15588142,,,
HO12-615,2020,5,MARY,3,2,7535.44,273.11,27.59,.,1.22,13.15604076,,,
L01-299,2021,3,AFH,1,2,10277.78,302.49,33.98,.,1.56,13.15614618,,,
L01-283,2020,3,STG,3,2,10133.19,310.56,32.63,.,1.53,13.15638495,,,
HOL15-508,2020,5,DOMINGUE,1,2,9670.66,299.25,32.32,.,1.87,13.15651181,,,
HOCP04-838,2021,5,GLENWOOD,4,2,8215.78,284.32,28.9,.,1.82,13.15706589,,,
HOCP09-804,2020,3,WES,2,1,11830.67,259.73,45.55,12.18,1.49,13.15707822,,,
HOCP09-804,2021,5,STJOHN,2,2,12079.92,252.73,47.8,.,1.42,13.15732759,,,
HO13-739,2021,5,MARY,1,2,7852.45,305.16,25.73,.,1.67,13.15755764,,,
L15-306,2021,5,ALMA,0,3,9716.25,233.06,41.69,.,2.4,13.15757576,,,
HO12-615,2020,5,HARPER,0,2,13221.44,265.29,49.84,.,2.11,13.15779203,,,
L01-283,2020,5,ALLAINS,3,2,9255.65,303.18,30.53,.,1.57,13.15819783,,,
L01-299,2020,5,GLENWOOD,4,1,10650.05,238.14,44.72,.,1.58,13.15837209,,,
L15-306,2020,5,ALMA,1,1,8692.99,212.29,40.95,.,1.79,13.15846995,,,
HOL15-508,2021,5,RHEBERT,1,2,11517.47,312.76,36.83,.,1.76,13.15854042,,,
HOCP09-804,2020,3,WES,3,2,12282.21,260.83,47.09,13.34,1.38,13.15859117,,,
HOCP09-804,2020,3,MEL,2,2,10033.76,287.19,34.94,14.28,1.23,13.15878535,,,
L11-183,2020,5,BRUNSWICK,0,2,9189.41,269.23,34.13,.,2.27,13.15886214,,,
HO12-615,2021,3,MEL,0,2,12657.46,293.02,43.2,13.02,1.7,13.15898498,,,
L12-201,2021,5,HARPER,1,2,10581.2,286.38,36.95,.,3.19,13.15909091,,,
HO13-739,2021,5,RHEBERT,0,1,13516.37,302.43,44.69,.,2.48,13.15918218,,,
L14-267,2021,5,RHEBERT,2,2,10509,284.19,36.98,.,1.8,13.15951313,,,
HO12-615,2020,5,DOMINGUE,0,1,8225.49,247.15,33.28,.,2.27,13.16023339,,,
HOCP09-804,2021,3,AFL,1,1,4059.61,291.43,13.93,12.56,1.54,13.16171139,,,
HOCP18-829,2021,3,MEL,1,2,9334.18,283.01,32.98,12.09,1.54,13.2,,,
HOCP04-838,2021,3,NEW,2,1,9429.26,283.46,33.27,12.75,1.58,13.2,,,
HOCP19-903,2021,3,NIB,1,2,7178.2,293.23,24.48,.,1.66,13.20232766,,,
L15-306,2021,5,LANDRY,2,3,7082.12,321.79,22.01,.,1.05,13.2436019,,,
HOCP17-702,2020,3,STG,2,2,17743.87,324.42,54.7,.,1.96,13.24418605,,,
L01-299,2021,3,MEL,1,2,11683.77,273.2,42.77,13.8,1.89,13.24430823,,,
HOCP04-838,2020,5,LANAUX,1,1,9512.89,289.31,32.88,.,1.86,13.24512744,,,
HO05-961,2021,5,RHEBERT,1,1,9859.62,300.56,32.8,.,2.09,13.24514768,,,
HO12-615,2021,4,BLK,0,1,9116.04,250.52,36.39,12.37,1.45,13.24518343,,,
HOCP04-838,2020,5,STJOHN,1,1,9633.14,267.4,36.03,.,2.44,13.24551167,,,
L01-299,2020,5,LANDRY,2,2,9664.79,239.66,40.33,.,1.6,13.24585853,,,
HOCP17-502,2021,3,AFH,0,1,8624.01,266.04,32.42,.,1.52,13.24627329,,,
HOCP19-900,2021,3,NIB,1,2,5782.49,284.3,20.34,.,1.63,13.2462845,,,
L01-283,2020,5,MAGNOLIA,2,3,5947.34,254.82,23.34,.,1.24,13.24630021,,,
HO13-739,2020,5,ALMA,1,1,9032.14,240.47,37.56,.,1.85,13.24632953,,,
HOCP19-949,2021,3,WES,0,1,7981.53,253.14,31.53,10.5,1.59,13.24640107,,,
HOCP96-540,2020,4,BLK,2,2,7313.46,214.07,34.16,14.13,2.03,13.24645669,,,
L01-283,2020,5,STJOHN,2,2,7747.9,305,25.4,.,1.51,13.24645669,,,
HO12-615,2020,5,LANDRY,0,3,13393.8,299.14,44.78,.,1.77,13.24652869,,,
HOCP09-804,2020,5,GLENWOOD,2,2,11455.33,300.08,38.17,.,1.51,13.24652869,,,
HOCP17-710,2020,4,BLK,0,2,13044.42,292.8,44.55,12.02,3,13.24665477,,,
HO11-573,2021,5,ALLAINS,3,2,6917.32,248.59,27.83,.,2.05,13.24694973,,,
HOCP09-804,2020,3,AFL,0,2,864,245.3,3.52,12.93,1.73,13.25,,,
HOCP18-815,2020,3,WES,0,2,14316.5,277.74,51.55,12.98,1.78,13.28757721,,,
HOCP19-964,2021,3,NEW,0,2,7880.86,223.21,35.31,7.37,1.57,13.28963685,,,
HOCP96-540,2021,5,MARY,1,3,6339.63,235.99,26.87,.,1.66,13.33044911,,,
HOCP96-540,2020,5,GLENWOOD,2,2,9503.56,302.88,31.38,.,2.06,13.33085339,,,
HOCP14-885,2020,5,MARY,0,3,14422.96,300.2,48.05,.,2.79,13.33101045,,,
HOCP18-846,2021,3,NIB,2,2,8487.15,281.69,30.13,.,1.6,13.33132743,,,
HO17-738,2020,3,MEL,1,1,9631.06,306.33,31.44,11.26,1.69,13.33142243,,,
HOCP17-556,2021,3,AFH,0,2,7942.82,257.96,30.79,.,1.56,13.33198244,,,
HOL15-508,2020,5,GLENWOOD,0,3,12181.34,320.15,38.05,.,3.07,13.33243679,,,
HOCP18-846,2021,3,NIB,2,1,5618.42,281.48,19.96,.,1.06,13.33250708,,,
HOCP04-838,2021,5,DOMINGUE,2,3,8401.48,297.52,28.24,.,1.5,13.33250708,,,
HOCP04-838,2020,3,NEW,3,2,8570.4,276.38,31.01,13.69,1.28,13.33260214,,,
HO05-961,2021,5,ALLAINS,0,3,7335.81,299.66,24.48,.,1.76,13.33269415,,,
HO12-615,2021,5,STJOHN,1,1,7600.6,246.43,30.84,.,1.68,13.33272793,,,
HOCP18-835,2020,3,NEW,0,1,7794.88,263.88,29.54,10.51,1.75,13.33293839,,,
L01-299,2020,3,WES,3,1,12596.24,253.49,49.69,13.24,1.69,13.33303023,,,
L01-299,2021,5,GLENWOOD,4,2,9500.88,298.85,31.79,.,1.52,13.33322704,,,
L01-299,2021,5,RHEBERT,1,3,.,.,37.09,.,2.19,13.33346457,,,
HOCP19-955,2021,3,NIB,1,2,10522.61,298.85,35.21,.,1.6,13.33353529,,,
HOCP17-563,2021,3,SGL,0,1,9265.27,270.46,34.26,.,1.51,13.3338231,,,
HO12-615,2020,5,ALLAINS,2,2,10337.5,301.96,34.24,.,1.63,13.33396825,,,
HOL15-508,2020,3,NEW,3,2,10829.29,307.23,35.25,9.95,1.61,13.33424408,,,
HOCP04-838,2020,3,MEL,2,1,4927.46,284.78,17.3,13.53,1.12,13.33433606,,,
HOCP96-540,2021,3,SGL,1,2,8247.06,286.02,28.83,.,1.79,13.33443709,,,
HOCP18-810,2020,3,MEL,0,1,8243.22,318.38,25.89,10.96,1.59,13.33469388,,,
L01-299,2021,5,STJOHN,2,1,9872.88,288.1,34.27,.,1.75,13.33469527,,,
L11-183,2021,5,LANDRY,2,2,10336.09,316.73,32.63,.,1.49,13.33495737,,,
HOCP04-838,2021,3,WES,2,1,7360.59,225.01,32.71,12.14,1.6,13.33517555,,,
L01-299,2021,5,RHEBERT,0,2,10649.08,301.8,35.29,.,2.33,13.33568282,,,
HO11-573,2021,5,GLENWOOD,4,1,7173.23,267.35,26.83,.,2.04,13.3362069,,,
HOCP09-804,2020,3,NEW,1,1,14296.99,295.89,48.32,13.47,1.74,13.37644509,,,
HO16-608,2020,3,MEL,2,2,9218,284.1,32.45,12.64,1.52,13.41497025,,,
HO16-608,2020,5,BRUNSWICK,0,1,11537.06,296.51,38.91,.,2.6,13.42010772,,,
L12-201,2021,5,GLENWOOD,0,2,7493.64,288.26,26,.,2.6,13.42013423,,,
HOCP19-903,2021,3,MEL,0,2,10388.96,290.95,35.71,11.7,1.91,13.42031587,,,
HO13-739,2021,5,BRUNSWICK,1,3,9612.05,300.02,32.04,.,1.89,13.42042755,,,
L20-027,2021,3,SGL,0,1,7937.59,305.97,25.94,12.7,1.82,13.42065728,,,
HOCP09-804,2020,5,RHEBERT,2,2,10171.02,257.43,39.51,.,1.72,13.42076023,,,
L01-283,2020,5,GLENWOOD,4,2,7889.79,249.31,31.65,.,1.51,13.42088405,,,
HOCP04-838,2021,3,NIB,2,1,7704.57,294.02,26.2,.,1.05,13.42092523,,,
HO12-615,2020,5,ALLAINS,2,1,11195.55,292.86,38.23,.,1.7,13.4210212,,,
HOCP17-558,2021,3,AFH,0,2,8322.72,294.65,28.25,.,1.5,13.42159658,,,
L20-032,2021,3,NIB,0,1,8144.32,269.14,30.26,14.14,1.71,13.42169132,,,
L11-183,2020,5,RHEBERT,1,2,9314.24,260.85,35.71,.,2.32,13.42171827,,,
L12-201,2021,4,BLK,0,2,10240.51,294.75,34.74,9.63,1.92,13.42173591,,,
HOL15-508,2020,5,ALMA,1,3,7024.21,255.77,27.46,.,2.27,13.42175361,,,
HO12-615,2021,5,GLENWOOD,3,1,5987.96,258.95,23.12,.,1.48,13.42200258,,,
HO17-738,2020,4,CAF,0,2,12919.32,276.13,46.79,11.44,1.94,13.42200557,,,
L01-299,2021,3,AFH,1,1,10501.02,282.78,37.14,.,1.76,13.42207379,,,
L12-201,2020,5,RHEBERT,3,1,8985.2,265.9,33.79,.,2.57,13.42236977,,,
HOCP09-804,2021,3,NIB,3,1,7926.34,295.15,26.86,.,0.89,13.42255405,,,
HO12-615,2021,3,SGL,0,1,12562.93,298.14,42.14,.,1.51,13.42255892,,,
HOCP18-803,2021,3,NIB,2,2,9498.41,280.91,33.81,.,1.62,13.42282958,,,
HO13-739,2021,5,LANDRY,1,3,8567.73,298.85,28.67,.,2.02,13.42289499,,,
L01-283,2020,3,AFH,2,1,10806.11,285.14,37.9,.,1.44,13.42339122,,,
HOCP09-804,2020,4,CAF,2,2,8019.9,277.79,28.87,11.75,1.39,13.42353702,,,
HOL15-508,2021,5,BRUNSWICK,2,1,5319.32,269.38,19.75,.,1.08,13.4236417,,,
HOCP04-838,2021,5,STJOHN,2,1,11846.12,257.69,45.97,.,1.48,13.4240917,,,
HOCP19-915,2021,3,WES,0,1,9716.2,258.87,37.53,10.05,1.68,13.42423331,,,
HO12-615,2021,5,STJOHN,0,2,11599.81,283.19,40.96,.,1.83,13.42441512,,,
L01-299,2020,5,RHEBERT,2,3,12013.64,273.99,43.85,.,2,13.42445602,,,
HOCP17-548,2021,3,SGL,0,1,11217.47,321.27,34.92,.,1.62,13.42447836,,,
HOCP09-804,2021,3,AFH,1,1,9688.77,301.7,32.11,.,1.49,13.42447836,,,
HOL15-508,2021,5,LANDRY,0,3,11097.26,325.8,34.06,.,2.02,13.42453206,,,
HOCP04-838,2020,5,RHEBERT,3,2,9133.55,278.38,32.81,.,1.61,13.42457181,,,
HO12-615,2020,5,BRUNSWICK,2,3,3376.58,180.43,18.71,.,0.94,13.42462057,,,
HOCP96-540,2020,5,GLENWOOD,2,3,9830.25,290.76,33.81,.,2.63,13.42558747,,,
HOL15-508,2020,3,WES,3,1,12848.26,289.17,44.43,10.27,1.44,13.46805708,,,
HOCP96-540,2020,5,RHEBERT,2,1,8317.95,240.56,34.58,.,2.84,13.5099889,,,
HOL15-508,2021,5,DOMINGUE,1,3,8216.63,309.19,26.58,.,1.64,13.51084237,,,
L12-201,2021,5,MAGNOLIA,2,2,2032.44,220.56,9.22,.,1.47,13.51084599,,,
HOCP17-702,2020,3,MEL,1,2,8502.83,316.96,26.83,10.39,1.44,13.51102277,,,
HOL15-508,2021,5,RHEBERT,0,1,11671.81,296.77,39.33,.,2.58,13.51152482,,,
HOCP04-838,2020,5,LANDRY,2,3,8160.38,209.5,38.95,.,1.75,13.51154313,,,
HO18-878,2020,3,NEW,0,2,11806.78,304.55,38.77,12.34,1.59,13.51166667,,,
L15-306,2021,5,MARY,1,1,8517.59,266.02,32.02,.,1.32,13.51169916,,,
L11-183,2021,5,GLENWOOD,1,1,9380.3,305.25,30.73,.,1.78,13.51174628,,,
HOCP19-925,2020,3,STG,0,1,8548.08,296.44,28.84,.,2.05,13.51248799,,,
L12-201,2020,5,STJOHN,0,1,10262.27,269.93,38.02,.,2.96,13.51288795,,,
CP01-1372,2021,5,GLENWOOD,0,2,7931.52,272.21,29.14,.,1.67,13.51355538,,,
HOCP09-804,2020,4,CAF,2,1,11686.34,295.73,39.52,12.53,1.26,13.51359582,,,
HOCP09-804,2021,3,NEW,2,2,7901.83,255.83,30.89,11.88,1.34,13.51365639,,,
L01-299,2021,5,GLENWOOD,1,1,9084.61,294.16,30.88,.,1.82,13.51373955,,,
HOCP09-804,2020,5,STJOHN,1,2,10030.62,282.5,35.51,.,1.61,13.51394422,,,
HOCP09-804,2021,5,RHEBERT,0,2,10807.89,295.51,36.57,.,1.87,13.51451279,,,
HOCP14-885,2021,5,STJOHN,0,2,9660.16,269.34,35.87,.,1.88,13.51470067,,,
HOCP04-838,2020,4,BLK,1,1,10633.14,241.46,44.04,13.22,1.71,13.51485669,,,
HOCP19-963,2021,3,SGL,1,1,6853.21,299.49,22.88,.,1.23,13.51489826,,,
HO12-615,2021,5,BRUNSWICK,1,3,8083.3,300.23,26.92,.,1.37,13.51513067,,,
HOCP14-885,2021,5,STJOHN,2,1,8037.98,261.11,30.78,.,1.97,13.51600346,,,
L12-201,2021,3,SGL,1,1,8295.3,307.35,26.99,11.69,1.55,13.55801319,,,
HOCP18-822,2020,3,NEW,0,2,7705.27,290.46,26.53,12.54,1.74,13.55802579,,,
HO17-738,2020,3,NEW,1,2,12093.41,308.73,39.17,11.61,1.64,13.55857385,,,
L11-183,2021,5,LANAUX,3,2,3039.5,259.01,11.74,.,1.85,13.59761388,,,
HOCP96-540,2021,5,RHEBERT,3,2,3359.35,256.1,13.12,.,2.22,13.60115607,,,
L11-183,2020,5,ALMA,0,3,6731.04,231.5,29.08,.,2.45,13.6017192,,,
HOCP96-540,2020,4,AFH,2,2,4773.74,161.78,29.51,11.77,2.37,13.60273224,,,
L20-055,2021,3,NIB,0,1,4977.86,227.79,21.85,14.47,1.72,13.60278373,,,
HOCP09-804,2020,4,CAF,0,1,8462.45,276.67,30.59,11.62,1.53,13.60299625,,,
HOCP04-838,2021,5,MARY,3,1,6257.8,251.11,24.92,.,1.31,13.60322004,,,
HOCP04-838,2020,4,CAF,1,2,9715.29,259.07,37.5,14.27,1.66,13.60391566,,,
HOCP19-964,2021,3,WES,0,1,12710.61,263.27,48.28,8.8,2,13.60417254,,,
HOCP18-815,2021,3,WES,1,1,13707.29,274.11,50.01,10.29,1.68,13.60420475,,,
L01-299,2021,4,CAF,1,1,10804.77,294.46,36.69,12.3,1.92,13.60448558,,,
L19-021,2021,3,WES,0,1,8454.05,281.23,30.06,10.23,1.66,13.60569715,,,
HOCP96-540,2021,3,SGL,3,1,5710.07,268.12,21.3,.,1.49,13.60590195,,,
L01-299,2020,5,HARPER,3,3,7409.59,201.77,36.72,.,1.9,13.60627423,,,
HO12-615,2020,5,ALMA,0,2,6277.1,180.25,34.83,.,1.71,13.60641497,,,
HOCP09-804,2020,3,STG,3,1,12204.17,315.98,38.62,.,1.52,13.6064257,,,
HOCP14-885,2021,5,LANAUX,2,3,4877.18,316.37,15.42,.,1.32,13.60664336,,,
HOCP09-804,2020,5,LANDRY,0,3,11373.47,312.34,36.41,.,1.81,13.60669598,,,
HO12-615,2020,5,LANAUX,3,3,8493.15,269.78,31.48,.,1.93,13.60700876,,,
HO13-739,2021,5,MARY,0,3,4407.81,287.57,15.33,.,2.01,13.60714286,,,
HO05-961,2020,5,MAGNOLIA,0,2,11164.52,278.79,40.05,.,2.61,13.6075388,,,
HO17-738,2021,5,LANDRY,0,3,9413.45,287.33,32.76,.,1.94,13.60757454,,,
L15-306,2020,5,ALLAINS,0,2,10528.67,306.4,34.36,.,2.58,13.60807358,,,
HOCP04-838,2020,3,NEW,1,2,10035.59,303.14,33.11,13.27,1.52,13.61675524,,,
HOCP17-502,2021,3,AFH,0,2,9988.86,266.3,37.51,.,1.67,13.62481043,,,
HO17-776,2021,4,BLK,0,1,11415.03,296.28,38.53,10.65,2.24,13.69573875,,,
HO17-724,2020,4,AFH,0,2,8440.94,246.93,34.18,11.18,3.06,13.69650521,,,
HO16-608,2020,4,BLK,1,1,11241.01,260.34,43.18,12.16,1.89,13.69676065,,,
L19-486,2021,3,NIB,1,2,1228.07,212.27,5.79,12.58,1.02,13.69708029,,,
HOCP96-540,2021,5,MARY,1,2,6723.46,248.33,27.08,.,1.4,13.69713071,,,
HO12-615,2020,5,ALLAINS,0,1,10897.13,288.16,37.82,.,2.25,13.69722901,,,
HO12-615,2020,5,LANDRY,0,1,10849.49,312.87,34.68,.,2.19,13.69766436,,,
HOCP18-815,2021,3,MEL,1,2,10490.78,309.72,33.87,10.95,1.51,13.69811321,,,
HOCP19-938,2021,3,AFH,1,2,9944.65,301.26,33.01,.,1.5,13.69872393,,,
L14-267,2020,5,MARY,0,2,12058.46,285.03,42.31,.,3.57,13.69884393,,,
L01-299,2020,4,BLK,0,1,14800.05,298.29,49.62,12.4,2.29,13.69965223,,,
HOCP09-804,2021,3,AFH,0,2,7805.88,278.21,28.06,.,1.49,13.69989087,,,
HO12-615,2020,5,STJOHN,2,1,7408.88,259.99,28.5,.,1.41,13.70033898,,,
L01-283,2020,3,AFL,2,1,8619.78,288.09,29.92,12.91,1.57,13.70057513,,,
HO12-615,2021,5,ALMA,2,3,4834.52,274.49,17.61,.,1.06,13.70061856,,,
HOCP19-907,2021,3,WES,0,1,11818.57,260.18,45.43,10.27,1.78,13.74409237,,,
L20-409,2021,3,NIB,0,1,3726.24,217.02,17.17,12.35,1.72,13.78798343,,,
L15-306,2020,5,HARPER,1,3,10427.22,272.64,38.25,.,2.26,13.79013855,,,
L01-299,2020,5,MARY,2,2,7738.14,258.15,29.98,.,1.62,13.79037673,,,
HOL15-508,2021,5,RHEBERT,1,1,10678.56,313.85,34.03,.,1.89,13.7908046,,,
L14-267,2021,5,DOMINGUE,1,2,8557.09,307.39,27.84,.,1.59,13.79086254,,,
L15-306,2020,5,RHEBERT,0,2,11317.79,279.11,40.55,.,2.38,13.79092382,,,
HOCP14-885,2021,5,ALLAINS,0,3,10127.51,312.51,32.41,.,1.69,13.79208633,,,
HOCP09-804,2021,5,GLENWOOD,4,2,9183.86,294.88,31.14,.,1.24,13.79252542,,,
HOCP09-804,2021,3,MEL,0,1,14324.15,296.57,48.3,13.93,1.7,13.79263566,,,
HOCP09-804,2021,3,NIB,1,1,7348.06,282.42,26.02,14.96,1.22,13.79301423,,,
L01-283,2020,5,BRUNSWICK,2,3,4360.42,200.24,21.78,.,1.23,13.79314375,,,
HOCP09-804,2020,5,BRUNSWICK,3,3,4814.76,196.02,24.56,.,1.05,13.79321534,,,
HO12-615,2020,5,MAGNOLIA,1,3,7503.48,290.54,25.83,.,1.5,13.79326923,,,
L14-267,2021,5,LANAUX,2,1,6708.34,305.04,21.99,.,1.99,13.79338327,,,
L15-306,2021,5,MARY,1,2,7062.06,249.19,28.34,.,1.36,13.79344588,,,
L15-306,2021,5,STJOHN,1,1,9343.33,299.13,31.24,.,2.06,13.79344859,,,
HOCP09-804,2020,3,SGL,1,2,11535.96,292.6,39.43,13.51,1.66,13.79386219,,,
L01-299,2021,3,AFH,0,2,9406.38,286.96,32.78,.,1.68,13.79392011,,,
L01-299,2021,3,SGL,0,2,12048.83,299.77,40.19,.,1.72,13.79456907,,,
